objid,sample,asset_id,OBJID,RA,DEC,NVOTE,P_EL,P_CW,P_ACW,P_EDGE,P_DK,P_MG,P_CS,P_EL_DEBIASED,P_CS_DEBIASED,SPIRAL,ELLIPTICAL,UNCERTAIN,image_path
587738371671458072,original,109813,587738371671458072,08:16:42.38,+21:46:11.0,33,0.727,0.03,0.03,0.212,0.0,0.0,0.273,0.529,0.471,1,0,0,C:\Users\nandh\Downloads\images_gz2\images\109813.jpg
587738371671458104,original,109814,587738371671458104,08:16:38.95,+21:49:47.6,26,0.962,0.038,0.0,0.0,0.0,0.0,0.038,0.929,0.071,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\109814.jpg
587738371671523710,original,109817,587738371671523710,08:17:27.26,+21:52:20.7,54,0.278,0.0,0.167,0.519,0.037,0.0,0.685,0.179,0.783,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\109817.jpg
587738371671654711,original,109818,587738371671654711,08:18:30.00,+22:03:14.8,37,0.351,0.0,0.162,0.135,0.135,0.216,0.297,0.176,0.407,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\109818.jpg
587738371671720227,original,109819,587738371671720227,08:18:54.15,+22:05:23.6,34,0.647,0.029,0.029,0.118,0.176,0.0,0.176,0.537,0.271,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\109819.jpg
587738371671785876,original,109820,587738371671785876,08:19:20.68,+22:23:03.3,54,0.926,0.0,0.0,0.037,0.037,0.0,0.037,0.857,0.101,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\109820.jpg
587738371671851241,original,109821,587738371671851241,08:19:58.86,+22:26:41.5,26,0.885,0.038,0.0,0.077,0.0,0.0,0.115,0.768,0.232,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\109821.jpg
587738371672113399,original,109822,587738371672113399,08:21:54.27,+22:38:28.8,27,0.037,0.037,0.593,0.333,0.0,0.0,0.963,0.037,0.963,1,0,0,C:\Users\nandh\Downloads\images_gz2\images\109822.jpg
587738371672113486,original,109823,587738371672113486,08:21:49.05,+22:46:23.3,72,0.778,0.014,0.0,0.111,0.014,0.083,0.125,0.517,0.332,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\109823.jpg
587738371672244439,original,109825,587738371672244439,08:23:01.06,+22:47:02.7,33,0.97,0.0,0.0,0.0,0.03,0.0,0.0,0.97,0.0,0,1,0,C:\Users\nandh\Downloads\images_gz2\images\109825.jpg
587738371672310041,original,109826,587738371672310041,08:23:23.75,+23:01:35.5,70,0.571,0.057,0.014,0.329,0.029,0.0,0.4,0.453,0.516,1,0,0,C:\Users\nandh\Downloads\images_gz2\images\109826.jpg
587738371672310179,original,109827,587738371672310179,08:23:57.59,+22:57:37.5,63,0.333,0.016,0.0,0.587,0.048,0.016,0.603,0.13,0.794,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\109827.jpg
587738371672637712,original,109828,587738371672637712,08:26:31.19,+23:25:40.5,25,0.36,0.12,0.16,0.36,0.0,0.0,0.64,0.157,0.843,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\109828.jpg
587738371672768610,original,109830,587738371672768610,08:27:24.90,+23:34:02.2,31,0.0,0.032,0.129,0.0,0.0,0.839,0.161,0.0,0.161,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\109830.jpg
587738371672768771,original,109831,587738371672768771,08:27:29.80,+23:28:10.7,60,0.25,0.017,0.45,0.183,0.1,0.0,0.65,0.122,0.769,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\109831.jpg
587738371672899768,original,109832,587738371672899768,08:28:42.60,+23:45:09.1,31,0.839,0.0,0.0,0.065,0.0,0.097,0.065,0.804,0.097,0,1,0,C:\Users\nandh\Downloads\images_gz2\images\109832.jpg
587738371672965307,original,109833,587738371672965307,08:29:16.31,+23:48:32.5,29,0.828,0.0,0.0,0.069,0.103,0.0,0.069,0.819,0.077,0,1,0,C:\Users\nandh\Downloads\images_gz2\images\109833.jpg
587738371673096454,original,109834,587738371673096454,08:30:21.64,+23:55:24.7,30,0.9,0.0,0.033,0.033,0.033,0.0,0.067,0.896,0.07,0,1,0,C:\Users\nandh\Downloads\images_gz2\images\109834.jpg
587738371673161979,original,109835,587738371673161979,08:30:44.65,+24:03:02.8,58,0.069,0.81,0.052,0.034,0.017,0.017,0.897,0.069,0.897,1,0,0,C:\Users\nandh\Downloads\images_gz2\images\109835.jpg
587738371673162049,original,109836,587738371673162049,08:31:00.99,+24:04:00.5,33,0.97,0.0,0.0,0.03,0.0,0.0,0.03,0.95,0.05,0,1,0,C:\Users\nandh\Downloads\images_gz2\images\109836.jpg
587738371673227399,original,109837,587738371673227399,08:31:29.01,+24:10:46.6,23,0.565,0.217,0.0,0.174,0.0,0.043,0.391,0.295,0.648,1,0,0,C:\Users\nandh\Downloads\images_gz2\images\109837.jpg
587738371673489719,original,109838,587738371673489719,08:33:53.68,+24:24:14.8,50,0.28,0.36,0.08,0.28,0.0,0.0,0.72,0.167,0.833,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\109838.jpg
587738371673555168,original,109839,587738371673555168,08:34:03.19,+24:27:27.6,35,0.971,0.0,0.0,0.0,0.029,0.0,0.0,0.971,0.0,0,1,0,C:\Users\nandh\Downloads\images_gz2\images\109839.jpg
587738371673620708,original,109840,587738371673620708,08:34:47.14,+24:28:55.5,26,0.846,0.038,0.038,0.077,0.0,0.0,0.154,0.78,0.22,0,1,0,C:\Users\nandh\Downloads\images_gz2\images\109840.jpg
587738371673751806,original,109841,587738371673751806,08:36:01.09,+24:42:40.8,28,0.893,0.0,0.0,0.071,0.036,0.0,0.071,0.809,0.152,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\109841.jpg
587738371673817217,original,109843,587738371673817217,08:36:31.60,+24:48:28.7,60,0.9,0.0,0.0,0.0,0.033,0.067,0.0,0.9,0.0,0,1,0,C:\Users\nandh\Downloads\images_gz2\images\109843.jpg
587738371673817375,original,109844,587738371673817375,08:36:22.94,+24:50:45.2,65,0.954,0.0,0.0,0.015,0.031,0.0,0.015,0.934,0.034,0,1,0,C:\Users\nandh\Downloads\images_gz2\images\109844.jpg
587738371673817387,original,109845,587738371673817387,08:36:32.58,+24:47:11.2,29,0.552,0.172,0.103,0.172,0.0,0.0,0.448,0.178,0.822,1,0,0,C:\Users\nandh\Downloads\images_gz2\images\109845.jpg
587738371673817402,original,109846,587738371673817402,08:36:26.16,+24:50:24.2,37,0.703,0.027,0.0,0.162,0.027,0.081,0.189,0.616,0.27,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\109846.jpg
587738372204593881,original,109847,587738372204593881,07:46:09.77,+17:20:33.0,35,0.057,0.914,0.029,0.0,0.0,0.0,0.943,0.014,0.986,1,0,0,C:\Users\nandh\Downloads\images_gz2\images\109847.jpg
587738372204659393,original,109848,587738372204659393,07:46:47.46,+17:23:07.4,18,0.889,0.0,0.056,0.056,0.0,0.0,0.111,0.756,0.244,1,0,0,C:\Users\nandh\Downloads\images_gz2\images\109848.jpg
587738372204790102,original,109849,587738372204790102,07:47:47.84,+17:32:26.9,24,0.333,0.0,0.083,0.292,0.083,0.208,0.375,0.28,0.422,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\109849.jpg
587738372204790220,original,109850,587738372204790220,07:47:28.34,+17:28:12.9,31,0.839,0.032,0.032,0.097,0.0,0.0,0.161,0.764,0.236,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\109850.jpg
587738372204855552,original,109851,587738372204855552,07:48:15.88,+17:36:07.8,31,0.226,0.71,0.032,0.032,0.0,0.0,0.774,0.147,0.853,1,0,0,C:\Users\nandh\Downloads\images_gz2\images\109851.jpg
587738372204855985,original,109852,587738372204855985,07:48:00.23,+17:42:06.9,59,0.102,0.0,0.017,0.831,0.017,0.034,0.847,0.025,0.92,1,0,0,C:\Users\nandh\Downloads\images_gz2\images\109852.jpg
587738372204920905,original,109853,587738372204920905,07:48:42.59,+17:34:50.7,26,0.808,0.077,0.0,0.0,0.115,0.0,0.077,0.808,0.077,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\109853.jpg
587738372204986755,original,109854,587738372204986755,07:48:51.88,+17:45:45.7,30,0.8,0.033,0.033,0.067,0.067,0.0,0.133,0.749,0.182,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\109854.jpg
587738372204987086,original,109855,587738372204987086,07:49:21.34,+17:50:54.1,62,0.129,0.532,0.032,0.194,0.048,0.065,0.758,0.105,0.781,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\109855.jpg
587738372205051986,original,109856,587738372205051986,07:49:15.56,+17:54:56.1,44,0.932,0.0,0.0,0.068,0.0,0.0,0.068,0.836,0.164,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\109856.jpg
587738372205052345,original,109857,587738372205052345,07:49:23.16,+17:51:05.0,30,0.7,0.033,0.033,0.167,0.033,0.033,0.233,0.7,0.233,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\109857.jpg
587738372205052404,original,109858,587738372205052404,07:49:27.57,+17:54:31.7,35,0.6,0.029,0.029,0.114,0.029,0.2,0.171,0.597,0.175,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\109858.jpg
587738372205052605,original,109859,587738372205052605,07:49:47.07,+17:57:54.8,42,0.905,0.0,0.0,0.024,0.071,0.0,0.024,0.85,0.07,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\109859.jpg
587738372205183617,original,109860,587738372205183617,07:50:38.93,+18:07:13.3,29,0.586,0.034,0.034,0.069,0.172,0.103,0.138,0.586,0.138,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\109860.jpg
587738372205314169,original,109861,587738372205314169,07:51:22.58,+18:17:19.5,24,0.958,0.0,0.0,0.0,0.042,0.0,0.0,0.958,0.0,0,1,0,C:\Users\nandh\Downloads\images_gz2\images\109861.jpg
587738372205379693,original,109862,587738372205379693,07:52:14.75,+18:15:09.1,23,0.0,0.0,0.957,0.0,0.0,0.043,0.957,0.0,0.957,1,0,0,C:\Users\nandh\Downloads\images_gz2\images\109862.jpg
587738372205380079,original,109863,587738372205380079,07:52:39.65,+18:16:16.4,16,0.188,0.062,0.0,0.688,0.062,0.0,0.75,0.136,0.801,1,0,0,C:\Users\nandh\Downloads\images_gz2\images\109863.jpg
587738372205445127,original,109864,587738372205445127,07:52:38.95,+18:19:17.8,33,0.727,0.152,0.061,0.0,0.061,0.0,0.212,0.674,0.264,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\109864.jpg
587738372205445274,original,109865,587738372205445274,07:52:40.51,+18:24:31.7,31,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,C:\Users\nandh\Downloads\images_gz2\images\109865.jpg
587738372205445609,original,109866,587738372205445609,07:52:40.77,+18:22:28.4,34,0.059,0.912,0.029,0.0,0.0,0.0,0.941,0.059,0.941,1,0,0,C:\Users\nandh\Downloads\images_gz2\images\109866.jpg
587738372205445777,original,109867,587738372205445777,07:53:09.01,+18:23:36.3,24,0.25,0.083,0.208,0.083,0.083,0.292,0.375,0.235,0.389,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\109867.jpg
587738372205511211,original,109868,587738372205511211,07:53:14.37,+18:34:36.7,64,0.812,0.0,0.0,0.125,0.062,0.0,0.125,0.637,0.283,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\109868.jpg
587738372205641744,original,109869,587738372205641744,07:53:57.85,+18:38:39.9,27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,C:\Users\nandh\Downloads\images_gz2\images\109869.jpg
587738372205642250,original,109871,587738372205642250,07:54:20.99,+18:40:41.2,17,0.706,0.059,0.059,0.176,0.0,0.0,0.294,0.7,0.3,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\109871.jpg
587738372205707634,original,109872,587738372205707634,07:54:25.22,+18:48:25.8,58,0.552,0.034,0.052,0.207,0.121,0.034,0.293,0.522,0.322,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\109872.jpg
587738372205707669,original,109873,587738372205707669,07:54:34.89,+18:47:41.4,29,0.138,0.0,0.414,0.448,0.0,0.0,0.862,0.092,0.908,1,0,0,C:\Users\nandh\Downloads\images_gz2\images\109873.jpg
587738372205772914,original,109874,587738372205772914,07:55:23.04,+18:45:13.2,26,0.154,0.0,0.0,0.115,0.192,0.538,0.115,0.147,0.121,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\109874.jpg
587738372205773127,original,109875,587738372205773127,07:55:22.51,+18:55:38.6,40,0.725,0.025,0.025,0.1,0.1,0.025,0.15,0.671,0.201,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\109875.jpg
587738372205773220,original,109876,587738372205773220,07:55:16.77,+18:45:01.8,26,0.231,0.115,0.0,0.577,0.077,0.0,0.692,0.061,0.849,1,0,0,C:\Users\nandh\Downloads\images_gz2\images\109876.jpg
587738372205838439,original,109877,587738372205838439,07:55:26.32,+18:58:31.9,30,0.067,0.033,0.0,0.867,0.033,0.0,0.9,0.024,0.942,1,0,0,C:\Users\nandh\Downloads\images_gz2\images\109877.jpg
587738372205903958,original,109879,587738372205903958,07:56:18.05,+18:57:31.7,24,0.042,0.0,0.542,0.167,0.042,0.208,0.708,0.015,0.73,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\109879.jpg
587738372205904224,original,109880,587738372205904224,07:56:17.40,+19:08:58.6,64,0.625,0.016,0.094,0.234,0.031,0.0,0.344,0.604,0.364,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\109880.jpg
587738372205904483,original,109881,587738372205904483,07:56:40.10,+19:01:50.8,26,0.885,0.0,0.038,0.077,0.0,0.0,0.115,0.885,0.115,0,1,0,C:\Users\nandh\Downloads\images_gz2\images\109881.jpg
587738372205969672,original,109882,587738372205969672,07:56:52.17,+19:10:06.5,31,0.0,0.0,0.935,0.065,0.0,0.0,1.0,0.0,1.0,1,0,0,C:\Users\nandh\Downloads\images_gz2\images\109882.jpg
587738372205969981,original,109883,587738372205969981,07:57:01.90,+19:09:21.1,35,0.829,0.029,0.029,0.057,0.057,0.0,0.114,0.794,0.148,0,1,0,C:\Users\nandh\Downloads\images_gz2\images\109883.jpg
587738372206035249,original,109884,587738372206035249,07:57:09.70,+19:08:42.8,27,0.111,0.074,0.148,0.667,0.0,0.0,0.889,0.022,0.978,1,0,0,C:\Users\nandh\Downloads\images_gz2\images\109884.jpg
587738372206101008,original,109885,587738372206101008,07:58:00.32,+19:20:59.6,33,0.455,0.0,0.182,0.303,0.061,0.0,0.485,0.233,0.693,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\109885.jpg
587738372206231868,original,109886,587738372206231868,07:58:22.53,+19:30:25.0,29,0.828,0.0,0.0,0.138,0.034,0.0,0.138,0.828,0.138,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\109886.jpg
587738372206297533,original,109887,587738372206297533,07:59:28.93,+19:35:35.2,69,0.899,0.029,0.0,0.029,0.043,0.0,0.058,0.854,0.101,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\109887.jpg
587738372206297541,original,109888,587738372206297541,07:59:33.92,+19:34:52.5,50,0.32,0.0,0.04,0.62,0.02,0.0,0.66,0.258,0.722,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\109888.jpg
587738372206363054,original,109889,587738372206363054,08:00:16.87,+19:36:37.0,36,0.194,0.0,0.083,0.722,0.0,0.0,0.806,0.057,0.943,1,0,0,C:\Users\nandh\Downloads\images_gz2\images\109889.jpg
587738372206493962,original,109891,587738372206493962,08:01:20.98,+19:48:04.0,36,0.528,0.0,0.056,0.111,0.278,0.028,0.167,0.528,0.167,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\109891.jpg
587738372206690619,original,109893,587738372206690619,08:02:14.26,+20:03:46.8,27,0.963,0.0,0.0,0.037,0.0,0.0,0.037,0.881,0.119,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\109893.jpg
587738372206690694,original,109895,587738372206690694,08:02:26.90,+20:05:09.9,55,0.782,0.0,0.018,0.127,0.073,0.0,0.145,0.782,0.145,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\109895.jpg
587738372206690725,original,109896,587738372206690725,08:02:22.29,+20:07:58.0,33,0.273,0.0,0.0,0.0,0.03,0.697,0.0,0.273,0.0,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\109896.jpg
587738372206755991,original,109898,587738372206755991,08:03:14.86,+20:06:58.2,33,0.242,0.515,0.03,0.182,0.03,0.0,0.727,0.07,0.895,1,0,0,C:\Users\nandh\Downloads\images_gz2\images\109898.jpg
587738372206756130,original,109899,587738372206756130,08:02:43.45,+20:09:48.4,60,0.383,0.0,0.0,0.583,0.033,0.0,0.583,0.257,0.708,1,0,0,C:\Users\nandh\Downloads\images_gz2\images\109899.jpg
587738372206756154,original,109900,587738372206756154,08:02:41.45,+20:12:10.2,25,0.64,0.0,0.12,0.2,0.04,0.0,0.32,0.346,0.598,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\109900.jpg
587738372206886931,original,109901,587738372206886931,08:03:40.70,+20:20:41.0,25,0.72,0.0,0.0,0.04,0.24,0.0,0.04,0.72,0.04,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\109901.jpg
587738372206886987,original,109902,587738372206886987,08:03:45.56,+20:21:43.0,54,0.722,0.0,0.0,0.037,0.241,0.0,0.037,0.685,0.065,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\109902.jpg
587738372206887206,original,109903,587738372206887206,08:04:12.73,+20:22:01.7,40,0.775,0.0,0.025,0.15,0.05,0.0,0.175,0.775,0.175,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\109903.jpg
587738372206887338,original,109904,587738372206887338,08:04:10.66,+20:15:24.8,27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,C:\Users\nandh\Downloads\images_gz2\images\109904.jpg
587738372206952812,original,109905,587738372206952812,08:04:29.51,+20:22:18.5,35,0.457,0.057,0.086,0.314,0.086,0.0,0.457,0.217,0.676,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\109905.jpg
587738372206952823,original,109906,587738372206952823,08:04:41.81,+20:19:08.4,57,0.877,0.0,0.018,0.088,0.018,0.0,0.105,0.704,0.273,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\109906.jpg
587738372207018489,original,109907,587738372207018489,08:05:05.06,+20:35:29.8,24,0.875,0.0,0.0,0.083,0.042,0.0,0.083,0.835,0.123,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\109907.jpg
587738372207149218,original,109908,587738372207149218,08:06:16.59,+20:38:11.5,34,0.647,0.029,0.029,0.206,0.0,0.088,0.265,0.552,0.355,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\109908.jpg
587738372207280184,original,109909,587738372207280184,08:07:08.75,+20:47:02.8,30,0.667,0.033,0.0,0.133,0.167,0.0,0.167,0.614,0.215,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\109909.jpg
587738372207411651,original,109911,587738372207411651,08:08:41.12,+21:00:18.9,30,0.533,0.033,0.033,0.3,0.1,0.0,0.367,0.533,0.367,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\109911.jpg
587738372207542571,original,109912,587738372207542571,08:09:17.89,+21:08:50.7,35,0.686,0.057,0.0,0.057,0.143,0.057,0.114,0.685,0.115,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\109912.jpg
587738372207542643,original,109913,587738372207542643,08:09:25.49,+21:14:25.8,66,0.788,0.0,0.015,0.03,0.045,0.121,0.045,0.732,0.09,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\109913.jpg
587738372207542656,original,109914,587738372207542656,08:09:23.10,+21:15:46.3,28,0.857,0.036,0.0,0.0,0.071,0.036,0.036,0.807,0.078,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\109914.jpg
587738372207608158,original,109915,587738372207608158,08:10:11.14,+21:15:20.2,39,0.128,0.59,0.026,0.231,0.026,0.0,0.846,0.046,0.927,1,0,0,C:\Users\nandh\Downloads\images_gz2\images\109915.jpg
587738372207935842,original,109916,587738372207935842,08:12:31.56,+21:44:47.8,36,0.25,0.472,0.0,0.25,0.028,0.0,0.722,0.101,0.868,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\109916.jpg
587738372208329042,original,109917,587738372208329042,08:15:43.40,+22:14:58.8,21,0.381,0.048,0.286,0.19,0.095,0.0,0.524,0.121,0.755,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\109917.jpg
587738372208525316,original,109918,587738372208525316,08:16:59.84,+22:25:48.0,30,0.3,0.0,0.4,0.267,0.0,0.033,0.667,0.216,0.749,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\109918.jpg
587738372208525591,original,109919,587738372208525591,08:17:17.41,+22:22:50.7,30,0.833,0.0,0.033,0.067,0.067,0.0,0.1,0.683,0.234,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\109919.jpg
587738372208722303,original,109920,587738372208722303,08:18:54.09,+22:47:44.9,36,0.833,0.028,0.0,0.0,0.0,0.139,0.028,0.82,0.04,0,1,0,C:\Users\nandh\Downloads\images_gz2\images\109920.jpg
587738372208722318,original,109921,587738372208722318,08:19:04.02,+22:45:04.4,23,0.652,0.13,0.0,0.217,0.0,0.0,0.348,0.318,0.682,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\109921.jpg
587738372208787778,original,109922,587738372208787778,08:19:21.68,+22:48:17.8,34,0.618,0.0,0.176,0.147,0.029,0.029,0.324,0.412,0.517,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\109922.jpg
587738372208787892,original,109923,587738372208787892,08:19:31.47,+22:51:24.9,30,0.8,0.033,0.067,0.033,0.067,0.0,0.133,0.752,0.179,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\109923.jpg
587738372208787916,original,109924,587738372208787916,08:19:30.40,+22:53:14.3,23,0.87,0.0,0.0,0.087,0.043,0.0,0.087,0.849,0.108,0,1,0,C:\Users\nandh\Downloads\images_gz2\images\109924.jpg
587738372208984339,original,109925,587738372208984339,08:20:55.48,+22:57:37.6,36,0.806,0.0,0.0,0.056,0.139,0.0,0.056,0.751,0.102,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\109925.jpg
587738372208984382,original,109926,587738372208984382,08:21:13.28,+22:58:30.2,30,0.567,0.067,0.067,0.3,0.0,0.0,0.433,0.328,0.672,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\109926.jpg
587738372208984435,original,109927,587738372208984435,08:21:08.42,+23:06:25.0,45,0.267,0.244,0.022,0.156,0.067,0.244,0.422,0.139,0.517,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\109927.jpg
587738372209049989,original,109931,587738372209049989,08:21:37.34,+23:11:28.7,31,0.968,0.032,0.0,0.0,0.0,0.0,0.032,0.948,0.052,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\109931.jpg
587738372209181060,original,109933,587738372209181060,08:23:08.74,+23:15:02.8,53,0.0,0.906,0.019,0.019,0.0,0.057,0.943,0.0,0.943,1,0,0,C:\Users\nandh\Downloads\images_gz2\images\109933.jpg
587738372209312109,original,109934,587738372209312109,08:24:12.60,+23:25:41.6,35,0.914,0.0,0.029,0.029,0.029,0.0,0.057,0.805,0.16,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\109934.jpg
587738372209312120,original,109935,587738372209312120,08:23:46.68,+23:35:21.5,28,0.893,0.0,0.0,0.071,0.0,0.036,0.071,0.817,0.145,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\109935.jpg
587738372209377548,original,109936,587738372209377548,08:24:10.46,+23:37:52.6,31,0.387,0.0,0.032,0.226,0.097,0.258,0.258,0.192,0.373,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\109936.jpg
587738372209573960,original,109937,587738372209573960,08:26:08.54,+23:44:23.7,60,0.683,0.0,0.017,0.283,0.0,0.017,0.3,0.683,0.3,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\109937.jpg
587738372209574067,original,109938,587738372209574067,08:25:37.24,+23:49:35.0,32,0.188,0.062,0.344,0.406,0.0,0.0,0.812,0.071,0.929,1,0,0,C:\Users\nandh\Downloads\images_gz2\images\109938.jpg
587738372209574102,original,109939,587738372209574102,08:25:56.15,+23:46:29.0,23,0.913,0.0,0.0,0.0,0.087,0.0,0.0,0.913,0.0,0,1,0,C:\Users\nandh\Downloads\images_gz2\images\109939.jpg
587738372209639621,original,109941,587738372209639621,08:26:25.22,+23:46:44.4,63,0.111,0.444,0.063,0.317,0.016,0.048,0.825,0.096,0.84,1,0,0,C:\Users\nandh\Downloads\images_gz2\images\109941.jpg
587738372209639668,original,109942,587738372209639668,08:26:11.86,+23:56:20.6,28,0.75,0.036,0.0,0.214,0.0,0.0,0.25,0.486,0.514,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\109942.jpg
587738372209770518,original,109943,587738372209770518,08:27:13.29,+24:03:57.7,51,0.706,0.0,0.0,0.196,0.098,0.0,0.196,0.706,0.196,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\109943.jpg
587738372210098288,original,109944,587738372210098288,08:30:33.95,+24:22:50.6,34,0.971,0.0,0.0,0.0,0.0,0.029,0.0,0.971,0.0,0,1,0,C:\Users\nandh\Downloads\images_gz2\images\109944.jpg
587738372210163867,original,109946,587738372210163867,08:30:48.56,+24:36:54.6,24,0.958,0.0,0.0,0.042,0.0,0.0,0.042,0.953,0.047,0,1,0,C:\Users\nandh\Downloads\images_gz2\images\109946.jpg
587738372210229509,original,109947,587738372210229509,08:31:52.22,+24:33:34.7,30,0.633,0.2,0.0,0.167,0.0,0.0,0.367,0.464,0.536,1,0,0,C:\Users\nandh\Downloads\images_gz2\images\109947.jpg
587738372210360445,original,109948,587738372210360445,08:32:49.74,+24:48:22.9,64,0.578,0.016,0.031,0.156,0.172,0.047,0.203,0.578,0.203,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\109948.jpg
587738372210360563,original,109950,587738372210360563,08:32:43.72,+24:47:03.4,38,0.105,0.763,0.026,0.079,0.0,0.026,0.868,0.057,0.916,1,0,0,C:\Users\nandh\Downloads\images_gz2\images\109950.jpg
587738372210557186,original,109951,587738372210557186,08:34:20.60,+24:56:49.6,30,0.3,0.067,0.167,0.333,0.033,0.1,0.567,0.114,0.729,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\109951.jpg
587738372210688019,original,109952,587738372210688019,08:34:54.80,+25:12:58.5,63,0.635,0.016,0.016,0.317,0.0,0.016,0.349,0.585,0.399,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\109952.jpg
587738372741595244,original,109953,587738372741595244,07:45:52.58,+17:47:08.2,68,0.838,0.0,0.029,0.118,0.0,0.015,0.147,0.792,0.193,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\109953.jpg
587738372741595631,original,109954,587738372741595631,07:46:20.05,+17:41:23.6,31,0.935,0.032,0.0,0.0,0.0,0.032,0.032,0.933,0.035,0,1,0,C:\Users\nandh\Downloads\images_gz2\images\109954.jpg
587738372741595663,original,109955,587738372741595663,07:46:21.02,+17:43:05.5,32,0.344,0.219,0.0,0.375,0.062,0.0,0.594,0.146,0.78,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\109955.jpg
587738372741660840,original,109956,587738372741660840,07:46:38.21,+17:50:55.5,58,0.914,0.0,0.0,0.017,0.069,0.0,0.017,0.869,0.054,0,1,0,C:\Users\nandh\Downloads\images_gz2\images\109956.jpg
587738372741791847,original,109957,587738372741791847,07:47:30.81,+17:59:12.0,30,0.7,0.033,0.0,0.1,0.033,0.133,0.133,0.545,0.255,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\109957.jpg
